title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
Dr Devesh Kaushal | Upper-GI & Weight Loss Surgeon,4.9,50,"Suite 26, Level 2/13 Digitaria Dr",Gregory Hills,New South Wales,AU,https://drdeveshkaushal.com.au/,+61 2 7906 8312,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Devesh%20Kaushal%20%7C%20Upper-GI%20%26%20Weight%20Loss%20Surgeon&query_place_id=ChIJEcZY9-nvEmsRFOqdM8993Sw
Dr Ertugrul Durmush,4.2,26,Suite 2 Level 4/171 Bigge St,Liverpool,New South Wales,AU,http://lifeweightloss.com.au/,+61 2 9826 4111,Surgical center,https://www.google.com/maps/search/?api=1&query=Dr%20Ertugrul%20Durmush&query_place_id=ChIJf9DpHb-VEmsRmx1pM-C6mbg
Dr Rachel Kirby,,0,42 Parkside Cres,Campbelltown,New South Wales,AU,https://www.southwestsurgery.com.au/,+61 2 4625 4745,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Rachel%20Kirby&query_place_id=ChIJ-bPGCy_vEmsR4PM32rRUOng
Dr Ali Zarrouk,4.6,30,Suite 13/42 Parkside Cres,Campbelltown,New South Wales,AU,https://www.southwestsurgery.com.au/,+61 2 4625 4745,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Ali%20Zarrouk&query_place_id=ChIJH-TrxK3vEmsR9cApwZJVVHM
Dr Clement Tsang,,0,Suite 12/42 Parkside Cres,Campbelltown,New South Wales,AU,https://obesitycentre.com.au/,+61 2 9221 3919,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Clement%20Tsang&query_place_id=ChIJ4zQa4lnvEmsRPman50u5N-4
Dr Devesh Kaushal | Upper-GI & Weight Loss Surgeon,5,2,4 Hyde Parade,Campbelltown,New South Wales,AU,https://drdeveshkaushal.com.au/,+61 2 7906 8312,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Devesh%20Kaushal%20%7C%20Upper-GI%20%26%20Weight%20Loss%20Surgeon&query_place_id=ChIJc9dwf8nvEmsRwlqqHqZeO6Q
Dr Jason Maani Bariatric Surgery,5,83,"Level 3, Suite 3.02, 24/40 Bigge St",Liverpool,New South Wales,AU,https://www.drjasonmaani.com.au/,+61 1300 849 118,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Jason%20Maani%20Bariatric%20Surgery&query_place_id=ChIJ256UdTWVEmsRj7FBSF1qHDU
Betterhealth Quarter Specialist Suites,5,3,"Level 2, Suite 19/13 Digitaria Dr",Gledswood Hills,New South Wales,AU,,+61 2 8124 6737,Medical office,https://www.google.com/maps/search/?api=1&query=Betterhealth%20Quarter%20Specialist%20Suites&query_place_id=ChIJp5Cm5JTtEmsRrqilDOWzdqA
Dr John Jorgensen,4.8,24,1 South St,Kogarah,New South Wales,AU,http://www.drjohnjorgensen.com.au/,+61 2 9553 7288,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20John%20Jorgensen&query_place_id=ChIJEf4EBOS5EmsRxpeEOL6lKtI
Dr Govind Krishna | Weight Loss & General Surgeon,4,1,"Lift, Lobby A, Suite 314/319 4 Hyde Parade",Campbelltown,New South Wales,AU,https://drgovindkrishna.com.au/,+61 2 9723 0509,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Govind%20Krishna%20%7C%20Weight%20Loss%20%26%20General%20Surgeon&query_place_id=ChIJ89AEsK3vEmsR6iy5tiICIo4
The Sydney Institute for Obesity Surgery,4.6,18,185 Marion St,Leichhardt,New South Wales,AU,https://sios.com.au/,+61 2 8080 4644,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=The%20Sydney%20Institute%20for%20Obesity%20Surgery&query_place_id=ChIJowdj_pm6EmsRcDtni0KTjCY
WEIGHT LOSS & BEYOND - DR. MAIS HUSSEIN,,0,"SOMA Wellness Centre, 7 Gregory Hills Dr",Gledswood Hills,New South Wales,AU,http://weightlossandbeyond.com.au/,+61 2 4606 1400,Wellness Programme,https://www.google.com/maps/search/?api=1&query=WEIGHT%20LOSS%20%26%20BEYOND%20-%20DR.%20MAIS%20HUSSEIN&query_place_id=ChIJI44k7f_xEmsR5LVoMHpJMts
Advanced Surgicare - Dr V. Kuzinkovas,5,11,"Norwest Private Hospital Suite G3B, Ground Floor/9 Norbrik Dr",Bella Vista,NSW,AU,https://www.advancedobesitysurgery.com.au/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business-bel&utm_term=googlemybusinessbell,+61 1300 551 533,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Advanced%20Surgicare%20-%20Dr%20V.%20Kuzinkovas&query_place_id=ChIJm_t4ggCiEmsRuS6qenF3XbA
Dr. Roy Brancatisano,5,4,"Norwest Business Park, Suite 2, Level 1, HSS/17-19 Solent Cct",Norwest,New South Wales,AU,http://www.circleofcare.com.au/,+61 2 8711 0134,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Roy%20Brancatisano&query_place_id=ChIJD9tPuuWhEmsRHMBoQtj7PuY
Dr John Ozmen | General & Upper-GI Surgeon,5,46,Unit 101/9 Norbrik Dr,Bella Vista,New South Wales,AU,https://drozmen.com.au/,+61 2 8039 4548,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20John%20Ozmen%20%7C%20General%20%26%20Upper-GI%20Surgeon&query_place_id=ChIJIfX7mwCiEmsRbBmM_SbmK2M
Dr Sandra Cabot,4.2,18,Unit 5/48 Anderson Rd,Smeaton Grange,New South Wales,AU,https://www.drsandracabotclinics.com.au/,+61 2 4655 4666,Medical clinic,https://www.google.com/maps/search/?api=1&query=Dr%20Sandra%20Cabot&query_place_id=ChIJfff2ScfwEmsRBiFAURIFchs
Advanced Surgicare,5,16,"Macarthur Specialist Consulting Suites Suite 114, Level 1 Building A/4 Hyde Parade",Campbelltown,NSW,AU,https://www.advancedobesitysurgery.com.au/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business-cam&utm_term=googlemybusinesscamp,+61 1300 551 533,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Advanced%20Surgicare&query_place_id=ChIJqxbnLPHuEmsRiLXPcqDpRqY
Dr David Joseph,4.8,34,Suite 306/100 Carillon Ave,Newtown,New South Wales,AU,https://www.drdavidjoseph.com.au/,+61 2 9565 5514,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20David%20Joseph&query_place_id=ChIJJwF0oi2wEmsRQN4U7p-MXV0
Dr Michael Kernohan FRACS (Plast),5,106,"suite 17, Level 2/13 Digitaria Dr",Gledswood Hills,New South Wales,AU,http://drmichaelkernohan.com.au/,+61 1300 393 899,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Michael%20Kernohan%20FRACS%20(Plast)&query_place_id=ChIJk_yklVHvEmsRFWyu4wJ1IvE
Circle of Care,4.9,29,"Suite 2, Level 1, 17/19 Solent Cct",Norwest,New South Wales,AU,http://www.circleofcare.com.au/,+61 2 8711 0134,Specialized clinic,https://www.google.com/maps/search/?api=1&query=Circle%20of%20Care&query_place_id=ChIJgwmY8IuhEmsR3-UDTv36Qdk
Dr Govind Krishna | Weight Loss & General Surgeon,4.3,45,8 Price St,Wetherill Park,New South Wales,AU,https://drgovindkrishna.com.au/,+61 2 9723 0509,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Govind%20Krishna%20%7C%20Weight%20Loss%20%26%20General%20Surgeon&query_place_id=ChIJi0H1kYC9EmsRaq0kg1Hz0Ec
OClinic,4.7,113,198 Pacific Hwy,Crows Nest,New South Wales,AU,https://www.oclinic.sydney/,+61 2 8197 9595,Weight loss service,https://www.google.com/maps/search/?api=1&query=OClinic&query_place_id=ChIJ9VUcPemuEmsRrwx0fKMxyl4
BodyFree Weight Loss Clinic,3.9,20,"RPAH Medical Centre Suite 306, 100 Carillon Ave",Newtown,NSW,AU,https://www.bodyfree.com.au/,+61 2 9565 5505,Specialized clinic,https://www.google.com/maps/search/?api=1&query=BodyFree%20Weight%20Loss%20Clinic&query_place_id=ChIJL-NlmC2wEmsR5kyum4cf6Uw
Prime Anaesthetics,4.7,26,"Suite 9, Level 4, St George Private Hospital, 1 South St",Kogarah,NSW,AU,http://primeweb.com.au/,+61 2 9553 1566,Anesthesiologist,https://www.google.com/maps/search/?api=1&query=Prime%20Anaesthetics&query_place_id=ChIJEXvvweO5EmsRjPk0F4gIy0w
"Heartcare Sydney – Dr Reza Moazzeni, Cardiologist",5,21,Level 3 office 33/163-171 Hawkesbury Rd,Westmead,New South Wales,AU,https://heartcare.sydney/,+61 2 8401 9598,Cardiologist,https://www.google.com/maps/search/?api=1&query=Heartcare%20Sydney%20%E2%80%93%20Dr%20Reza%20Moazzeni%2C%20Cardiologist&query_place_id=ChIJJck4X--iEmsRpTDPZiYiXQ0
Dr James Chau,5,7,"St George Private Hospital, Suite 13, Level 4/1 South St",Kogarah,New South Wales,AU,http://weightlossandkeyholesurgery.com.au/,+61 2 9525 5322,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20James%20Chau&query_place_id=ChIJvZOyGasfE2sRxhWKBqxm3uE
Professor Peter Cosman,5,2,"Southern Cross Specialists, Suite 302, Level 3/13A Montgomery St",Kogarah,New South Wales,AU,,+61 2 8005 5750,Surgeon,https://www.google.com/maps/search/?api=1&query=Professor%20Peter%20Cosman&query_place_id=ChIJdWOa5L6VEmsRkdu0DUiNSLo
Dr Pouria Moradi,4.7,119,423 Bourke St,Surry Hills,New South Wales,AU,https://drmoradi.com.au/,+61 2 8069 8974,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Pouria%20Moradi&query_place_id=ChIJB3IOh6qYEmsR00IgpF0MHw0
"A/Prof. Oliver Fisher | Specialist Upper GI, Bariatric, & Hernia Surgeon",5,26,"St George Private Hospital, Suite 18, Level 5/1 South St",Kogarah,NSW,AU,http://www.droliverfisher.com.au/,+61 2 9157 9007,Surgeon,https://www.google.com/maps/search/?api=1&query=A%2FProf.%20Oliver%20Fisher%20%7C%20Specialist%20Upper%20GI%2C%20Bariatric%2C%20%26%20Hernia%20Surgeon&query_place_id=ChIJqVPfHou5EmsRDZ4LB78lVlQ
Pure Aesthetics,4.8,105,Level 6/149 Macquarie St,Sydney,New South Wales,AU,https://pureaesthetics.com.au/?UTM_source=GMB_pa&UTM_medium=organic,+61 2 9252 9262,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Pure%20Aesthetics&query_place_id=ChIJZ2ChJWquEmsR5hv2gmqzpHc
Dr John Ozmen | General & Upper-GI Surgeon,5,3,"Metabolic Clinic Hurstville Private Hospital, 2/37 Gloucester Rd",Hurstville,NSW,AU,https://drozmen.com.au/,+61 2 8039 4548,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20John%20Ozmen%20%7C%20General%20%26%20Upper-GI%20Surgeon&query_place_id=ChIJnYpbDDS5EmsRQ6d7L7KhOg4
Self Pay Surgery,4.9,49,48 Blanton Dr,Mulgrave,VIC,AU,http://selfpaysurgery.com.au/,+61 3 9792 6739,Private hospital,https://www.google.com/maps/search/?api=1&query=Self%20Pay%20Surgery&query_place_id=ChIJIQVR23W5EmsRe6ubn5djq5g
Southern Cross Specialists,,0,"Suite 302, Level 3/13A Montgomery St",Kogarah,New South Wales,AU,,+61 2 8005 5750,Weight loss service,https://www.google.com/maps/search/?api=1&query=Southern%20Cross%20Specialists&query_place_id=ChIJyX0RkeS5EmsRacceaWI1HpY
"Endocrine & Metabolic Clinic, Dr Ramy Bishay, Dr S Chalasani, Dr M Wang, Dr R Shanmugalingam, Dr M Sahebol-Amri",4.8,41,"The Ashley Centre, Suite 3/1A Ashley Ln",Westmead,NSW,AU,http://www.endometabolic.com.au/,+61 2 9755 9764,Endocrinologist,https://www.google.com/maps/search/?api=1&query=Endocrine%20%26%20Metabolic%20Clinic%2C%20Dr%20Ramy%20Bishay%2C%20Dr%20S%20Chalasani%2C%20Dr%20M%20Wang%2C%20Dr%20R%20Shanmugalingam%2C%20Dr%20M%20Sahebol-Amri&query_place_id=ChIJGY7ThNy7EmsRAbSex091aP0
Precision Upper GI Surgery - Dr Manjunath Siddaiah-Subramanya / Dr Manju,4.9,19,Suite 101/68 Eldridge Rd,Bankstown,New South Wales,AU,https://precisionuppergisurgery.com.au/,+61 2 9793 2170,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Precision%20Upper%20GI%20Surgery%20-%20Dr%20Manjunath%20Siddaiah-Subramanya%20%2F%20Dr%20Manju&query_place_id=ChIJVxKRlke_EmsRo4ssECWLSBw
A/Prof Carolyn Jameson,5,1,18/20 Hargrave Rd,Auburn,New South Wales,AU,,+61 2 8759 3117,Surgeon,https://www.google.com/maps/search/?api=1&query=A%2FProf%20Carolyn%20Jameson&query_place_id=ChIJn1yA9by8EmsRU1Wx5X6cuaE
Sydney Upper GI Surgery,,0,"Suite 14A, Level 5 St George Private Hospital, 1 South St",Kogarah,NSW,AU,https://www.sydneyuppergi.com.au/,+61 2 9188 4550,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Sydney%20Upper%20GI%20Surgery&query_place_id=ChIJGwBV-TW5EmsRaoDHXixMsVo
Layby Surgery,5,8,10 Bridge St,Sydney,New South Wales,AU,,+61 1300 252 929,Physician referral service,https://www.google.com/maps/search/?api=1&query=Layby%20Surgery&query_place_id=ChIJIw4l5hMlhiQRtJwfMLmbVB8
Dr Govind Krishna | Weight Loss & General Surgeon,4.3,6,level 2/37 Gloucester Rd,Hurstville,New South Wales,AU,https://drgovindkrishna.com.au/,+61 2 9723 0509,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Govind%20Krishna%20%7C%20Weight%20Loss%20%26%20General%20Surgeon&query_place_id=ChIJ-ZUtHMa5EmsRRJmG8_Why-A
"Dr David Yeo - Specialist Upper GI, Hepatobiliary & Bariatric Surgeon",3,2,"St George Private Hospital, Level 5, Suite 19/1 South St",Kogarah,NSW,AU,http://www.drdavidyeo.com.au/,+61 2 8937 2213,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20David%20Yeo%20-%20Specialist%20Upper%20GI%2C%20Hepatobiliary%20%26%20Bariatric%20Surgeon&query_place_id=ChIJJ-Q9dH-5EmsRfZkeiXrKfWs
Dr. Khalid Ahmed,5,1,suite 4/2 Chapel St,Rockdale,New South Wales,AU,http://dr-khalidahmed.online/,+61 2 9030 4770,Weight loss service,https://www.google.com/maps/search/?api=1&query=Dr.%20Khalid%20Ahmed&query_place_id=ChIJAwMijYTHEmsRxQMOVrGBfjQ
Dr Ken Loi,4.4,14,Suite 18 Level 5/1 South St,Kogarah,New South Wales,AU,https://www.stgeorgeobesitysurgery.com.au/,+61 2 9587 8813,Gastroenterologist,https://www.google.com/maps/search/?api=1&query=Dr%20Ken%20Loi&query_place_id=ChIJEf4EBOS5EmsRhJ0_VhElfu0
Dr Georgia Rigas,,0,"Suite 19, Level 5/1 South St",Kogarah,New South Wales,AU,https://www.drgeorgiarigas.com/,+61 2 9061 6219,General practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20Georgia%20Rigas&query_place_id=ChIJl8oU19u5EmsRbyQhckkSmpk
Dr Robert Gandy,5,83,"Prince of Wales Private Hospital, Suite 1A, Level/7 Barker St",Randwick,NSW,AU,http://www.keyholesurgeon.com.au/,+61 2 8599 4360,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Robert%20Gandy&query_place_id=ChIJPf1u0RiyEmsRToAH5sYubG4
Reginald V N Lord,3.9,14,Suite 606/438 Victoria St,Darlinghurst,New South Wales,AU,http://lordsurgery.com.au/,+61 2 8382 6671,Surgeon,https://www.google.com/maps/search/?api=1&query=Reginald%20V%20N%20Lord&query_place_id=ChIJiXZmMhCuEmsRsKcoghrHZX0
Dr Jennifer Matthei,5,1,"St George Private Hospital, Suite 3 Level 5/1 South St",Kogarah,NSW,AU,https://uppergisurgery.com.au/,+61 2 9553 1120,General practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20Jennifer%20Matthei&query_place_id=ChIJlzXZEJ-5EmsRKnO0L9R36NY
"Dr David Yeo - Specialist Upper GI, Hepatobiliary & Bariatric Surgeon",4.7,45,"Chris O'Brien Lifehouse, 119-143 Missenden Rd",Camperdown,NSW,AU,http://www.drdavidyeo.com.au/,+61 2 8937 2213,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20David%20Yeo%20-%20Specialist%20Upper%20GI%2C%20Hepatobiliary%20%26%20Bariatric%20Surgeon&query_place_id=ChIJOcV7xy6wEmsRhGugyrVZSu0
Dr Clement Tsang,4.1,9,"Park House, 8th Floor/187 Macquarie St",Sydney,NSW,AU,https://www.keyholesurgerycentre.com.au/,+61 2 9221 3919,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Clement%20Tsang&query_place_id=ChIJVdTm9WquEmsRTWpa87RLDMc
Lord Surgery - Upper GI and General Surgery,,0,438 Victoria St,Darlinghurst,New South Wales,AU,https://www.lordsurgery.com/,+61 2 8382 6671,Hospital,https://www.google.com/maps/search/?api=1&query=Lord%20Surgery%20-%20Upper%20GI%20and%20General%20Surgery&query_place_id=ChIJh92CNBCuEmsRS2wYtXCDzII
Dr Jason Maani,4.9,23,1 South St,Kogarah,New South Wales,AU,https://www.drjasonmaani.com.au/,+61 1300 849 118,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Jason%20Maani&query_place_id=ChIJ8RvQAOS5EmsRVcXt4aog-OA
Upper GI Surgery,4.3,10,"Suite 3, Level 5, St George Private Hospital, 1 South Street",Kogarah,NSW,AU,https://uppergisurgery.com.au/,+61 2 9553 1120,Surgeon,https://www.google.com/maps/search/?api=1&query=Upper%20GI%20Surgery&query_place_id=ChIJa6r-wuO5EmsR6Ffk885MZkI
Dr Alex Phoon - Cosmetic Plastic Surgeon,4.8,90,423 Bourke St,Surry Hills,New South Wales,AU,http://www.dralexphoon.com/,+61 2 8069 8973,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Alex%20Phoon%20-%20Cosmetic%20Plastic%20Surgeon&query_place_id=ChIJk2Taji2wEmsRFyrfwy0KPAY
Dr Michael Crawford,5,19,314/100 Carillon Ave,Newtown,New South Wales,AU,https://drmichaelcrawford.com.au/,+61 2 9565 4854,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Michael%20Crawford&query_place_id=ChIJJwF0oi2wEmsRp9ufCG3d1rg
Weight Loss and Keyhole Surgery Centre,,0,2/18 Gibbs St,Miranda,New South Wales,AU,http://weightlossandkeyholesurgery.com.au/,+61 2 9525 5322,Surgeon,https://www.google.com/maps/search/?api=1&query=Weight%20Loss%20and%20Keyhole%20Surgery%20Centre&query_place_id=ChIJkQY-w5rHEmsRX11_4MqEAOg
Dr Gary Yee,,0,Suite 3 Level 5/1 South St,Kogarah,New South Wales,AU,http://www.uppergisurgery.com.au/,+61 2 9553 1120,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Gary%20Yee&query_place_id=ChIJUb4w9ji5EmsRJcJVq70djHU
Dr Jason Maani,,0,"Level 1, Suite 2/531-533 Kingsway",Miranda,New South Wales,AU,https://www.drjasonmaani.com.au/,+61 1300 849 118,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Jason%20Maani&query_place_id=ChIJSQxVLs3HEmsRJd4OplF7it4
Shire Surgery,5,1,"Suite 3, Level 1/17 Surf Rd",Cronulla,New South Wales,AU,https://shiresurgery.com.au/,+61 2 9527 0088,Surgeon,https://www.google.com/maps/search/?api=1&query=Shire%20Surgery&query_place_id=ChIJIeCckM_JEmsRQoWMZXtQefY
Dr Stuart Pincott,4.6,24,"Northern Beaches Hospital, Suite 11, Level 6/105 Frenchs Forest Rd W",Frenchs Forest,New South Wales,AU,http://www.nbcr.com.au/,+61 2 9972 9277,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Stuart%20Pincott&query_place_id=ChIJ9a95_IiqEmsR3s1O3YQ8rpg
Specialist Surgeons Sydney,4.8,54,Shop 1/38 Pacific Hwy,St Leonards,New South Wales,AU,http://specialistsurgeonssydney.com.au/,+61 1300 265 666,Surgeon,https://www.google.com/maps/search/?api=1&query=Specialist%20Surgeons%20Sydney&query_place_id=ChIJ507ROmquEmsRTNMO8vjve28
Shore Surgical,4.5,8,"Suite 204, Level, 2/156 Pacific Hwy",Greenwich,New South Wales,AU,http://www.shoresurgical.com.au/,+61 2 9460 8711,Surgeon,https://www.google.com/maps/search/?api=1&query=Shore%20Surgical&query_place_id=ChIJnSW-6N-uEmsR-kLahx1uHpw
Associate Professor Michael Talbot,4.7,12,"Private Hospital Suite 3, Level, 5/1 South St",Kogarah,NSW,AU,http://www.uppergisurgery.com.au/,+61 2 9553 1120,Surgeon,https://www.google.com/maps/search/?api=1&query=Associate%20Professor%20Michael%20Talbot&query_place_id=ChIJEf4EBOS5EmsRICnnrvFERBs
The BMI Clinic,3.9,13,F1/451 New South Head Rd,Double Bay,New South Wales,AU,http://bmiclinic.com.au/,+61 2 9053 4688,Specialized clinic,https://www.google.com/maps/search/?api=1&query=The%20BMI%20Clinic&query_place_id=ChIJi610lfCtEmsRNzMNBTv8BhE
Advanced Surgicare - Dr V. Kuzinkovas,5,1,"My Health Medical Centre Edensor Park Plaza Cnr Edensor &, Allambie Rd",Edensor Park,NSW,AU,https://www.advancedobesitysurgery.com.au/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business-ede&utm_term=googlemybusinesseden,+61 1300 551 533,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Advanced%20Surgicare%20-%20Dr%20V.%20Kuzinkovas&query_place_id=ChIJKZz_XuGXEmsRFubq_PSSVms
Dr John Ozmen | General & Upper-GI Surgeon,,0,"Dural Mall Round Corner Medical Centre, 4/508 Old Northern Rd",Dural,NSW,AU,https://drozmen.com.au/,+61 2 8039 4548,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20John%20Ozmen%20%7C%20General%20%26%20Upper-GI%20Surgeon&query_place_id=ChIJtevUN0dfDWsRaM_Bug3y-Do
Dr Jake Lim,4.9,20,"Suite 25, 7/9 Barwell Ave",Castle Hill,New South Wales,AU,https://drjakelim.com.au/,+61 2 9893 9388,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Jake%20Lim&query_place_id=ChIJr8ZNcuSjEmsRykyk-VJw3aw
